emp_no,first_name,last_name,birth_date,hire_date
76481,Suvo,Ruemmler,1952-09-08,1988-09-20
76484,Leucio,Raoux,1953-11-23,1986-07-05
76488,Baruch,Sridhar,1954-06-09,1988-06-19
76493,Mansur,Oxman,1953-07-18,1987-12-09
76495,Zhonghua,Cangellaris,1952-09-30,1987-03-17
76516,Arnd,Kroll,1954-04-18,1987-10-28
76521,Uinam,Fritzsche,1954-06-01,1987-03-25
76530,Honesty,Benner,1954-12-04,1988-09-09
76536,Mikhail,Daescu,1954-01-14,1988-05-21
76539,Cordelia,Monarch,1954-10-07,1987-02-05
76541,Nigel,Bharadwaj,1953-10-08,1987-03-04
76543,Reinhold,Miculan,1955-03-23,1986-11-14
76549,Goetz,Narwekar,1952-10-20,1986-04-21
76559,Guiseppe,Segond,1953-06-11,1986-03-08
76562,Renee,Basart,1952-08-18,1986-10-30
76563,Demin,Couchot,1953-11-23,1988-12-10
76565,Teunis,Manders,1955-06-13,1985-11-01
76566,Tsvetan,Pettit,1953-02-21,1985-08-01
76580,Berto,Sinicrope,1952-07-12,1987-09-14
76583,Christoph,Mahnke,1954-12-23,1987-11-14
76586,Karlis,Schurmann,1955-04-24,1987-07-07
76590,Mats,Bazelow,1953-04-19,1987-08-30
76605,Randy,Slobodova,1953-08-16,1985-03-28
76642,Hein,Goldhammer,1953-10-06,1985-12-05
76644,Huei,Junet,1954-02-10,1985-11-30
76667,Luisa,Puppe,1952-11-15,1988-07-05
76672,Remko,Peris,1953-10-08,1988-12-07
76673,Cathie,Rando,1952-05-25,1987-12-23
76680,Uriel,Collette,1953-11-20,1985-05-06
76687,Heeju,Siochi,1952-03-19,1987-01-07
76689,Mansur,Steinauer,1953-08-24,1987-05-03
76690,Shaowen,Danley,1953-11-16,1987-01-12
76696,Saniya,Steenbeek,1954-03-01,1988-12-30
76703,Hairong,Huttel,1952-11-08,1987-03-05
76704,Valery,Shackel,1953-08-02,1988-09-10
76709,Berto,Georg,1955-06-30,1988-07-11
76719,Filipp,Smeets,1954-11-22,1986-02-01
76724,Gino,Lueh,1953-09-24,1987-05-25
76727,Valeri,Dusink,1954-08-23,1986-10-16
76743,Mechthild,Simmel,1953-05-21,1985-09-13
76745,Mana,Ranai,1952-07-18,1988-10-06
76749,Luise,Raoux,1954-11-01,1988-01-16
76750,Tomoyuki,Eastman,1954-12-25,1986-07-30
76754,Sanjay,Roison,1955-07-06,1986-01-25
76755,Masamitsu,Chimia,1954-01-01,1985-06-05
76759,Zvonko,Hammerschmidt,1954-06-30,1986-05-03
76760,Adib,Bale,1954-11-17,1988-09-06
76761,Raimond,Aloia,1954-01-24,1985-02-15
76764,Shuzo,Gien,1952-09-07,1988-10-28
76766,Sariel,Maierhofer,1955-08-25,1986-12-31
76772,Gao,Garigliano,1955-01-12,1988-07-30
76773,Baruch,Wallrath,1954-12-03,1987-11-29
76775,Arfst,Pietrzykowski,1952-06-24,1988-04-25
76786,Tomofumi,Karlin,1953-03-05,1987-07-08
76788,Shigeu,Conia,1955-02-06,1986-01-29
76802,Serap,Versino,1952-03-26,1985-06-17
76809,Sariel,Zhiwei,1953-11-14,1988-10-30
76811,Ronnie,Kushner,1954-11-24,1986-01-12
76813,Tua,Pietrzykowski,1955-05-10,1987-07-30
76816,Aamod,Terlouw,1954-12-24,1985-12-04
76822,Rafail,Gniady,1955-06-11,1986-07-03
76823,Constantino,Wissmann,1955-11-07,1986-06-30
76825,Sasan,Zaumen,1955-12-13,1986-03-25
76838,Mariusz,Azulay,1954-12-25,1987-12-07
76843,Dmitri,Bhattacharjee,1953-11-29,1987-10-11
76853,Sanjit,Puppo,1953-06-07,1986-08-25
76878,Abdelwaheb,Turnbull,1954-09-23,1985-12-20
76886,Shaw,Makrucki,1953-03-09,1985-07-21
76891,Freyja,Ramsey,1955-09-13,1987-10-27
76895,Souichi,Meriste,1954-01-21,1987-11-15
76897,Achilleas,Bamford,1955-10-17,1988-06-06
76899,Hongzhu,Comte,1954-04-03,1987-06-05
76905,Honesty,Rajcani,1955-11-13,1985-07-11
76909,Samphel,Luft,1952-12-06,1986-02-12
76916,Yonghong,Morton,1954-11-18,1985-03-19
76923,Shigehito,Blokdijk,1954-11-16,1987-09-01
76937,Shuji,Matzat,1952-11-11,1986-04-26
76943,Sanjoy,Poulakidas,1955-03-05,1988-07-17
76957,Saniya,Rosca,1952-02-22,1988-05-14
76961,Luisa,Nishimukai,1955-02-04,1987-05-26
76977,Sigeru,Stroustrup,1952-12-26,1985-03-20
76979,Claude,Fiutem,1955-06-22,1988-12-02
76985,Amalendu,Fontan,1954-06-29,1986-10-21
76998,Tomoyuki,Mawatari,1954-09-09,1987-08-03
77002,Aran,Ratnakar,1952-10-27,1988-10-23
77005,Hercules,Rosin,1954-11-20,1986-12-27
77014,Barry,Redmiles,1952-05-19,1986-04-25
77039,Susanta,Walston,1955-05-23,1987-02-25
77040,Yongdong,Gecseg,1952-07-24,1987-03-20
77043,Shaibal,Argence,1954-12-12,1987-12-16
77052,Pohua,Hagimont,1954-02-08,1987-02-16
77059,Garnik,Slobodova,1952-07-10,1987-07-30
77060,Menkae,Kleiser,1954-11-01,1986-10-03
77064,Hauke,Simmen,1952-04-26,1985-06-12
77067,Cheong,Tokunaga,1954-09-18,1985-06-02
77068,Leucio,Rattan,1954-03-02,1988-12-04
77078,Yannik,Vakili,1953-02-04,1986-11-09
77081,Rance,Fritzsche,1952-12-14,1986-06-17
77089,Renee,Wrigley,1955-04-18,1988-08-25
77092,Atilio,Baca,1952-11-29,1987-09-20
77100,Mihalis,Baaleh,1954-05-26,1986-01-22
77102,Gad,Hettesheimer,1953-10-08,1985-08-07
77138,Haldun,Karner,1953-02-25,1988-03-24
77144,Gill,Milicia,1953-02-24,1985-10-16
77147,Elrique,Baez,1955-11-09,1985-08-01
77159,Naftaly,Awdeh,1955-02-08,1988-10-09
77173,Sachem,Merey,1953-10-30,1987-12-18
77179,Gonzalo,Garigliano,1955-09-19,1987-11-19
77181,Aiman,Irland,1954-08-04,1985-05-10
77184,Vatsa,Kusakari,1953-03-27,1986-03-26
77186,Irene,Crooks,1955-06-09,1985-10-27
77193,Keiichiro,Benzmuller,1955-05-12,1986-10-21
77195,Owen,Birrer,1955-01-31,1987-10-14
77196,Lillian,Benner,1952-04-29,1985-03-13
77201,Kiyotoshi,Butner,1952-05-12,1986-02-19
77205,Toshiki,Nivat,1953-01-04,1986-11-08
77208,Bartek,Malabarba,1955-12-07,1986-05-28
77211,Kasturi,Msuda,1953-05-03,1987-03-12
77212,Shaowen,Einsfeld,1954-08-14,1986-07-28
77214,Fumitake,Kulisch,1955-07-28,1985-09-27
77218,Zhilian,Hettesheimer,1952-05-22,1986-06-24
77225,Tomokazu,Cannard,1952-05-30,1986-06-04
77231,Yuqun,Luft,1954-08-02,1988-12-07
77232,Kinh,Krogh,1955-05-28,1985-11-13
77234,Kazuhisa,Krohm,1952-03-02,1986-05-01
77241,Uri,Sommen,1955-01-16,1988-04-19
77244,Garnet,Docker,1953-10-18,1988-06-19
77247,Rajmohan,Luiz,1954-09-05,1988-08-16
77263,Arto,Keustermans,1952-03-05,1985-11-28
77266,Junichi,Dechter,1953-06-18,1986-08-06
77279,Xuejun,Burnard,1952-04-17,1986-11-26
77292,Berhard,Roccetti,1952-06-20,1986-06-04
77295,Weijing,Taubman,1955-07-18,1985-06-17
77297,Wanqing,Zumaque,1955-10-17,1986-03-29
77299,Kazuhisa,Beausoleil,1952-11-22,1987-03-12
77302,Lihong,Reinhart,1953-03-13,1985-12-29
77314,Augustine,Fabrizio,1952-11-07,1986-12-16
77316,Peternela,Milicic,1953-08-26,1987-12-13
77324,Gila,Isaac,1954-02-12,1987-02-21
77325,Feiyu,Brickell,1952-08-21,1988-12-09
77331,Jolita,Restivo,1952-04-20,1988-10-14
77334,Jaber,Hegner,1954-12-24,1985-10-21
77340,Bodh,Khalil,1954-06-27,1988-04-18
77344,Gian,Lorch,1954-04-29,1988-04-05
77345,Jixiang,Klerer,1953-04-03,1985-08-11
77346,Shir,Walston,1953-02-01,1985-11-27
77349,Goncalo,Butterworth,1952-07-11,1985-07-11
77359,Anneke,Dengi,1953-01-22,1988-03-15
77365,Elvia,Haddadi,1955-01-10,1987-06-19
77372,Waiman,Sgarro,1952-10-20,1987-12-20
77374,Laurentiu,Greibach,1953-10-24,1987-07-23
77378,Zissis,Crelier,1953-10-01,1987-04-14
77386,Bowen,McFarlan,1953-10-28,1986-07-03
77390,Gully,Larfeldt,1954-12-27,1985-09-02
77391,JiYoung,Polupanov,1952-07-31,1986-02-23
77394,Mary,Wielonsky,1952-11-24,1986-10-14
77406,Surveyors,Choobineh,1953-07-25,1986-11-25
77414,Kwun,Lienhardt,1952-03-15,1986-04-17
77420,Jiakeng,Masand,1952-05-17,1986-10-28
77431,Malu,Neiman,1954-01-10,1986-04-18
77438,Dekang,Engberts,1953-02-12,1986-04-24
77441,Sachio,Luca,1954-05-05,1987-09-21
77455,Atilio,Coullard,1953-04-18,1988-03-26
77458,Subhankar,Cannard,1952-12-05,1987-06-22
77460,Kiam,Usdin,1953-12-06,1987-02-17
77466,Takahiro,Matzel,1952-04-15,1988-11-28
77469,Constantino,Lanzelotte,1952-05-22,1987-10-15
77475,Chinho,Ouhyoung,1953-04-02,1987-01-14
77481,Kitty,Picel,1952-10-08,1986-10-31
77500,Takahira,Iwayama,1952-08-12,1988-07-06
77527,Adit,McFarlan,1952-05-09,1985-03-02
77531,Padma,Czaja,1954-06-06,1987-12-02
77535,Yonghong,Codenie,1952-03-26,1985-05-23
77538,Masadi,Remmers,1953-10-02,1986-03-09
77540,Tse,Werthner,1954-08-17,1986-12-22
77541,Hideo,Furudate,1954-10-26,1986-01-30
77543,Constantino,Cannard,1954-11-04,1986-04-16
77545,Gopalakrishnan,Paciorek,1955-05-21,1987-11-09
77551,Lansing,Ossenbruggen,1955-09-07,1988-05-28
77554,Troy,Iisaka,1952-05-06,1987-06-14
77558,Ranga,Welham,1953-05-07,1987-08-09
77562,Gianluca,Openshaw,1954-02-18,1985-12-14
77568,Erzsebet,Peck,1953-02-03,1985-08-29
77571,Odoardo,Coorg,1955-07-31,1987-10-25
77573,Gro,Barriga,1953-04-09,1988-12-07
77579,Shooichi,Mandelberg,1954-02-18,1986-04-05
77585,Ennio,Rossi,1955-08-26,1988-10-02
77599,Gudjon,Rosca,1953-07-18,1988-04-22
77601,Frederique,Toyoshima,1953-09-05,1986-05-03
77610,Sanjeeva,Kadhim,1952-10-28,1988-07-26
77613,Stabislas,Frijda,1953-04-09,1985-11-10
77615,Jianwen,Krupka,1952-08-18,1987-05-02
77623,Takushi,Anger,1952-08-30,1987-08-21
77641,Berni,Nishimukai,1952-11-28,1987-04-07
77644,Ziva,Swen,1954-01-28,1985-07-25
77650,Idoia,Bennis,1955-11-28,1988-10-04
77653,Geraldo,Chartres,1954-02-09,1985-05-13
77659,Owen,Sridhar,1955-12-13,1987-01-01
77663,Taiji,Lamma,1952-12-20,1986-04-03
77665,Paddy,Fargier,1953-03-30,1986-01-06
77675,Mohua,Domenig,1952-12-09,1986-12-09
77689,Abdelkader,Swan,1953-04-07,1986-11-16
77690,Nahum,Thorensen,1952-06-12,1985-04-11
77691,Christoper,Showalter,1954-04-17,1986-07-31
77701,Marie,Kalorkoti,1953-04-11,1986-10-10
77702,Barna,Jiang,1954-03-03,1988-11-22
77712,Hercules,Casley,1954-02-06,1985-03-10
77722,Bodo,Denti,1955-03-18,1985-03-11
77739,Dulce,Krzyzanowski,1955-08-10,1986-05-09
77741,Claude,Felcyn,1955-12-24,1985-10-09
77743,Fen,Pollacia,1955-05-28,1987-03-06
77746,Yuqun,Lanzelotte,1954-12-13,1986-09-11
77749,Mayumi,Bharadwaj,1954-02-03,1988-02-02
77758,Manohar,Pelz,1953-08-15,1986-05-26
77763,Mahmut,Mitchem,1953-07-03,1987-08-19
77768,Tokuyasu,Picel,1953-09-10,1987-12-22
77770,Gen,Przulj,1955-08-11,1986-05-27
77775,Hsiangchu,Varley,1955-09-24,1986-02-25
77786,Munehiro,Vieth,1952-07-13,1986-07-25
77803,Armond,Schwartzburd,1952-09-01,1985-03-05
77804,Yonghong,Marzano,1955-04-09,1986-11-27
77814,Ferdinand,Otillio,1953-04-27,1986-11-24
77828,Nikolaos,Cannane,1953-11-27,1988-06-01
77829,Flemming,Parfitt,1954-10-01,1987-01-01
77838,Shuzo,Piazza,1954-06-04,1988-10-07
77847,Aron,Haumacher,1954-03-20,1988-04-23
77852,Niranjan,Parascandalo,1955-03-20,1987-07-02
77856,Basil,Crelier,1952-02-23,1987-12-17
77861,Toshimo,Kleiser,1954-11-20,1985-10-19
77869,Masamitsu,Swick,1954-03-27,1987-02-19
77884,Danel,Pollacia,1955-06-26,1986-05-12
77893,Kien,Wegerle,1955-01-14,1986-05-17
77898,Yuchang,Christianini,1955-01-01,1985-09-27
77906,Zhensheng,Serre,1953-01-26,1988-01-11
77908,Frederique,Shimshoni,1953-02-02,1986-08-03
77915,Shimshon,Schnelling,1952-11-18,1988-08-28
77923,Kasidit,Schrooten,1953-11-30,1985-10-16
77926,Herbert,Thibadeau,1954-01-15,1986-01-14
77927,Martien,Terlouw,1955-12-25,1986-01-30
77936,Horward,Azevdeo,1954-03-19,1986-12-19
77942,Nalini,Georgakopoulos,1952-06-05,1986-07-09
77946,Chaitali,Kawashima,1954-11-09,1988-02-06
77948,Demin,Merks,1954-10-29,1986-08-30
77949,Koichi,Dusink,1954-11-24,1987-09-04
77956,Mona,Binding,1952-07-08,1987-01-21
77974,Fei,Shihab,1952-05-06,1988-10-09
77975,Chikako,Christ,1953-04-29,1987-10-19
77980,Yongmin,Sidje,1953-01-30,1988-10-16
77987,Lucian,Daescu,1955-08-15,1988-03-06
77988,Tze,Gyimothy,1952-06-25,1985-11-25
77990,Vincent,Carrere,1955-07-25,1986-05-28
78006,Palash,Rosca,1953-08-17,1985-12-16
78014,Gay,Ressouche,1955-07-14,1986-03-07
78038,Dmitry,Sooriamurthi,1955-10-04,1987-04-12
78039,Genki,Heemskerk,1952-04-28,1985-03-13
78043,Constantijn,Ozeri,1955-07-05,1986-10-20
78048,Jaewoo,Jumpertz,1953-05-13,1988-05-28
78074,Masaki,Geffroy,1954-03-30,1986-01-08
78082,Dung,Fontan,1955-03-02,1986-01-21
78085,Bingning,Gargeya,1953-11-19,1987-11-22
78102,Kristinn,Welham,1954-03-25,1985-08-18
78105,Rosalie,Petereit,1952-09-25,1987-02-09
78111,Teunis,Ushiama,1953-12-20,1986-02-26
78114,Zeljko,Mellouli,1953-08-12,1987-02-12
78116,Tokuyasu,Beerel,1952-10-20,1985-03-22
78141,Conrado,Sankaranarayanan,1952-08-03,1986-04-17
78152,Zhongwei,Spelt,1954-05-30,1986-06-24
78153,Kwan,Akiyama,1953-12-18,1986-06-21
78155,Hironoby,Alvarado,1953-06-28,1986-10-03
78168,Yinlin,Kushnir,1953-05-23,1986-11-21
78181,Ramya,Papastamatiou,1952-06-23,1988-04-28
78185,Mamdouh,Klassen,1954-05-01,1986-02-04
78189,IEEE,Gischer,1955-05-03,1986-10-17
78195,Suvo,Hofting,1955-07-14,1985-11-19
78200,Brigham,Verhoeff,1954-05-17,1987-07-14
78212,Zito,Ligten,1955-02-27,1985-05-24
78225,Mircea,Ishibashi,1953-03-05,1986-03-09
78226,Yannis,Potthoff,1952-12-25,1985-08-01
78229,Tonia,Kalafatis,1955-04-27,1987-03-16
78243,Moti,Uhrik,1952-04-09,1986-11-27
78245,Kankanahalli,Bashian,1954-08-14,1985-08-28
78251,Subbu,Conti,1954-07-06,1987-04-17
78252,Shahaf,Rosti,1952-10-23,1986-02-04
78253,Jacopo,Erie,1954-09-04,1988-07-30
78268,Munehiko,Danlos,1953-11-25,1987-06-03
78271,Gennady,Dayang,1952-11-20,1986-11-30
78273,Mona,Verhoeff,1955-12-05,1988-08-07
78310,Aria,Chaudhury,1954-03-05,1986-12-21
78313,Branimir,Stassinopoulos,1953-05-02,1985-04-11
78321,Van,Monkewich,1953-03-07,1985-11-20
78327,Tetsushi,Stranks,1952-10-11,1987-10-05
78328,Berto,Gruenwald,1955-10-08,1986-01-15
78331,Guozhong,Erol,1955-05-12,1988-03-25
78332,Sachio,Beausoleil,1953-11-20,1988-02-02
78333,Roselyn,Krupka,1953-05-30,1987-11-12
78347,Arne,Francisci,1954-08-21,1987-08-08
78348,Guoxiang,Serov,1952-10-19,1988-04-16
78350,Eric,Kobara,1954-06-24,1985-03-25
78353,Jongsuk,Luders,1952-07-28,1987-12-13
78373,Aimee,Schlumberger,1954-11-06,1986-08-16
78382,Christoper,Constantine,1952-10-27,1987-12-06
78385,Syozo,Hasenauer,1955-01-06,1986-07-02
78387,Chaosheng,Lunt,1954-12-02,1985-05-24
78397,Sham,Kulisch,1953-06-23,1985-10-02
78402,Seongbin,Heering,1952-02-12,1988-12-21
78403,Heping,Muntz,1955-10-03,1985-12-24
78410,Sreenivas,Albarhamtoshy,1954-05-11,1988-02-21
78413,Toshimi,Jenevein,1954-03-28,1988-01-17
78419,Unal,Azadmanesh,1954-05-01,1988-12-14
78427,Zeljko,Merks,1954-11-04,1985-11-18
78429,Chinhyun,Andreotta,1955-11-06,1988-03-31
78436,Arne,Schaap,1952-09-20,1987-11-06
78438,Susanne,Vuskovic,1955-01-31,1986-06-25
78441,Abdulla,Beetstra,1952-09-03,1985-11-03
78443,Yongdong,Schahn,1954-07-01,1987-12-03
78444,Rafols,Peot,1954-04-29,1986-09-03
78445,Lein,Baar,1955-12-28,1985-03-26
78447,Chiranjit,Bahk,1955-11-16,1988-08-06
78452,Hironoby,Walstra,1952-10-07,1986-02-09
78454,Masaki,Marciano,1953-10-05,1985-07-03
78460,Guttorm,Swiss,1953-01-06,1987-11-29
78463,Zita,Kaelbling,1953-09-03,1987-03-01
78465,Demin,Cappelletti,1953-11-07,1986-11-23
78474,Youssef,Belinskaya,1954-06-01,1985-12-12
78475,Lakshmi,Renear,1955-10-20,1987-01-07
78488,Toshimori,Morton,1954-12-26,1988-09-07
78493,Kaijung,Basagni,1952-10-14,1986-07-02
78508,Val,Pluym,1953-10-11,1986-08-17
78511,Pramod,Mitina,1952-03-17,1987-03-23
78515,Otilia,Sury,1952-04-06,1987-07-04
78521,Jianwen,Onuegbe,1955-06-07,1987-06-09
78524,Zhiwei,Bahk,1954-05-08,1988-08-11
78542,Atilio,Matzat,1953-05-17,1985-11-19
78548,Xiaoqiang,Boissier,1955-02-14,1988-11-19
78551,Lobel,Cooman,1954-07-20,1986-03-11
78561,Perry,Birke,1955-07-19,1987-05-27
78570,Phuoc,Harbusch,1953-06-21,1986-07-21
78571,Sandeepan,Munch,1954-02-27,1985-06-07
78573,Berry,Rosiles,1955-08-14,1987-11-14
78583,Rafols,Oskamp,1953-10-30,1986-12-31
78586,Valdiodio,Shokrollahi,1953-08-16,1986-02-22
78589,Kazuhisa,Schaft,1954-12-14,1988-06-17
78598,Xiaopeng,Garnier,1953-04-02,1987-08-16
78618,Teiji,Peres,1954-08-29,1988-03-19
78622,Rosita,Chepyzhov,1954-09-07,1988-07-16
78629,Geoff,Muniz,1953-02-15,1986-05-29
78649,Gino,Lorys,1955-04-26,1987-06-02
78692,Turgut,Nollmann,1952-03-27,1988-04-02
78693,Xinan,Luce,1954-09-19,1985-12-08
78697,Troy,Stavenow,1954-01-24,1985-08-05
78703,Charlene,Parhami,1953-03-29,1986-09-05
78710,Theirry,Benantar,1954-01-12,1985-04-03
78715,Heeju,Ozeri,1953-02-20,1986-08-26
78725,Yakichi,Scallan,1953-12-25,1986-01-18
78738,Masadi,Jervis,1953-04-01,1988-10-25
78744,Shichao,Tempesti,1955-05-29,1986-10-21
78745,Subbu,Peris,1954-12-29,1986-04-03
78755,Emran,Christianini,1955-05-05,1987-03-29
78763,Odinaldo,Kandlur,1954-04-10,1985-07-27
78777,Goetz,Henders,1955-02-08,1988-04-27
78779,Xuejun,Warwick,1952-12-16,1985-11-16
78784,Udo,Speek,1955-06-30,1986-10-15
78789,Sadegh,Gini,1953-01-22,1985-08-03
78794,Fun,Rajaraman,1954-04-29,1986-11-05
78799,Yuchang,Broder,1953-08-31,1988-06-13
78802,Vojin,Garigliano,1953-10-07,1988-07-25
78814,Kasidit,Pollock,1955-04-08,1987-04-14
78819,Vojin,Compeau,1955-07-28,1985-03-12
78832,Sumali,Hagimont,1953-08-20,1988-04-25
78836,Tiina,Janocha,1953-07-09,1987-12-08
78841,Aloys,Flasterstein,1954-08-12,1986-02-13
78852,Kazunori,Vuskovic,1952-08-27,1987-06-24
78863,Arie,Chinen,1952-10-02,1988-01-27
78866,Olivera,Rusmann,1955-10-02,1986-10-21
78888,Shimshon,Lung,1954-06-15,1985-11-03
78907,Georgi,Detkin,1953-06-16,1987-04-23
78908,Arne,Molenaar,1953-11-04,1987-09-01
78916,Lihong,Gire,1955-11-14,1986-12-09
78932,Yannis,Marquardt,1952-11-10,1988-05-20
78938,Kerhong,Krybus,1955-03-30,1987-03-10
78940,Thodoros,Steenbeek,1955-02-22,1985-06-01
78963,Shigeichiro,Marzano,1954-07-09,1988-02-09
78969,Dietrich,Eterovic,1952-08-26,1986-08-26
78979,Gurbir,Wolniewicz,1952-04-18,1988-05-03
78990,Toshiki,Engelmann,1955-08-11,1985-10-19
78996,Jaber,Jahnichen,1953-10-01,1986-09-01
79002,Lena,Pappas,1952-03-12,1985-03-19
79010,Marsal,Pusterhofer,1955-05-02,1986-05-26
79026,Armond,Frijda,1952-02-02,1985-10-01
79031,Morris,Arlazarov,1955-04-09,1988-11-12
79037,Ewing,Encarnacion,1955-12-21,1987-11-17
79041,Pranav,Barvinok,1954-10-24,1985-12-09
79042,Iara,Narwekar,1953-08-10,1986-10-24
79046,Aloys,Schiper,1954-02-08,1986-04-09
79049,Lijie,Besancenot,1952-03-09,1985-10-21
79057,Chikako,Pelc,1953-06-15,1986-12-12
79064,Kenroku,Coors,1955-08-23,1985-05-11
79072,Nevio,Cochrane,1953-11-08,1988-12-15
79073,Almudena,Bhattacharjee,1952-10-17,1986-10-01
79077,Shay,Melichar,1954-05-04,1988-05-23
79089,Baocai,Pusterhofer,1954-07-06,1987-05-30
79090,Shigenori,Rajaraman,1954-04-23,1985-10-09
79100,Kiyotoshi,Schlegelmilch,1955-03-18,1985-10-28
79110,Aiichiro,Vecchi,1955-05-01,1987-07-15
79114,Jessie,Baranowski,1953-05-20,1986-06-06
79116,Aiman,Salvesen,1955-06-13,1985-10-14
79117,Selwyn,Coors,1955-09-19,1985-06-14
79119,Navid,Maccarone,1955-08-23,1988-04-01
79131,Tayeb,Speer,1955-04-09,1986-04-01
79140,Huiqun,Gyorkos,1955-05-12,1986-03-05
79145,Oscar,Domenig,1952-07-20,1986-06-27
79152,Barun,Rubsam,1953-07-26,1986-07-29
79158,Georgi,Merro,1955-02-26,1986-10-07
79177,Mooi,Herbst,1955-08-26,1988-12-15
79178,Danae,Worfolk,1952-08-21,1987-01-14
79183,Mingsen,Lamba,1952-06-12,1985-02-27
79192,Yucel,Marchesini,1955-12-19,1986-08-16
79203,Gilbert,Reinhart,1952-11-10,1987-01-07
79204,Juyoung,Lund,1953-08-16,1986-03-12
79210,Mansur,Antonakopoulos,1952-06-05,1986-09-19
79218,Rosita,Luce,1953-05-20,1986-05-09
79219,Yaghout,Irland,1953-02-27,1986-05-27
79247,Yinlin,Beetstra,1952-06-09,1986-04-13
79251,Gennady,Taubenfeld,1955-07-31,1985-05-27
79264,Chaosheng,Demizu,1952-09-15,1987-12-03
79265,Lokesh,Kenevan,1952-07-03,1986-11-10
79267,Chinhyun,Rebaine,1953-12-06,1986-11-12
79272,Jongsuk,Rodite,1953-07-01,1985-09-07
79285,Bingning,Lieblein,1952-09-01,1986-06-28
79290,Mohit,Perelgut,1953-06-18,1988-01-05
79303,Toong,Strandh,1954-04-26,1987-06-17
79320,Hausi,Ramsay,1954-01-17,1985-04-10
79323,Zhiwei,Feinberg,1953-07-19,1987-02-07
79338,Boaz,Kading,1953-10-12,1985-12-23
79348,Mari,Gire,1955-02-08,1985-04-07
79367,Shir,Kandlur,1953-03-12,1987-01-12
79369,Jianwen,Collette,1953-04-13,1985-02-13
79374,Lorien,Jarecki,1953-12-21,1985-11-21
79376,Faiza,Kragelund,1953-05-12,1988-11-03
79382,Chiranjit,Iwayama,1953-07-06,1986-10-20
79390,Bernt,Shigei,1953-02-06,1986-05-16
79391,Gritta,Garnham,1954-06-22,1986-03-15
79395,Marc,Karlin,1952-07-19,1987-03-31
79401,Zvonko,Bage,1955-10-19,1985-04-26
79409,Kayoko,Pluym,1953-11-06,1988-09-04
79411,Akemi,Beidas,1953-11-29,1985-12-12
79429,Koldo,Swab,1953-01-04,1987-10-09
79432,Younwoo,Gerteisen,1952-08-07,1987-11-09
79434,Claudi,Byoun,1954-11-04,1985-08-15
79442,Yannis,McClurg,1952-09-08,1986-02-23
79446,Filipe,Pettis,1953-10-13,1988-05-10
79449,Tonny,Stavenow,1955-04-19,1986-06-29
79463,Mizuhito,Hennebert,1954-04-02,1985-10-26
79466,Roddy,Henders,1952-08-26,1985-03-22
79470,Sadegh,Schmittgen,1952-05-14,1986-05-22
79473,Denny,Ellozy,1955-01-05,1985-10-24
79477,Teruyuki,Gronowski,1953-03-07,1986-02-08
79486,Mitchel,Garigliano,1952-05-30,1985-05-23
79488,Yolla,Shumilov,1954-10-01,1985-10-28
79505,Sariel,Farrel,1952-08-28,1987-04-10
79509,Vitaly,Akiyama,1952-09-09,1986-05-24
79538,Elvis,Melton,1955-12-27,1986-12-24
79563,Golgen,Chleq,1953-12-23,1987-01-18
79566,Fumino,Peron,1953-06-29,1988-11-26
79567,Karoline,Willoner,1955-04-13,1986-04-22
79574,Mariusz,Terlouw,1955-10-12,1986-11-30
79590,Jiakeng,Ariola,1953-08-20,1986-12-01
79612,Jaewon,Monarch,1953-12-11,1985-11-07
79644,Radoslaw,Lindenbaum,1955-09-18,1985-11-03
79668,Kyoichi,Eterovic,1952-07-15,1985-03-01
79669,Premsyl,Meszaros,1952-10-01,1988-08-22
79673,Jacqueline,Daescu,1952-05-24,1985-06-14
79681,Demin,Panwar,1952-05-12,1987-02-13
79683,Narain,Winter,1954-05-20,1986-06-20
79684,JiYoung,Janocha,1952-06-28,1988-12-25
79688,Gift,Billingsley,1955-03-10,1985-12-23
79696,Gopalakrishnan,Vadhan,1952-07-04,1988-09-18
79703,Remco,Einsfeld,1954-07-05,1988-02-14
79704,Ipke,Neiman,1953-06-25,1985-12-12
79705,Munenori,Valiente,1955-06-18,1987-03-15
79708,Yechiam,Baak,1952-10-22,1988-03-07
79714,Kiam,Avouris,1955-03-05,1988-07-07
79735,Hideo,Conti,1953-11-19,1987-06-27
79748,George,Beutelspacher,1955-04-01,1986-04-11
79750,Jongsuk,Benzmuller,1954-02-15,1987-08-29
79753,Fabrizio,Thorelli,1953-05-05,1986-02-08
79761,Prasadram,Encarnacion,1954-03-30,1985-09-14
79765,Gonzalo,Danecki,1952-12-18,1985-10-14
79766,Fox,Swiler,1955-06-14,1985-04-04
79772,Xiaoqiu,Gulik,1955-04-22,1987-11-13
79779,Stella,Orlowska,1953-12-15,1985-09-01
79783,Thodoros,Szilard,1952-07-15,1985-04-29
79785,Moriyoshi,Roisin,1953-02-16,1986-05-18
79789,Kotesh,Crelier,1953-11-25,1988-04-13
79794,Yaghout,Rissland,1955-12-11,1987-08-31
79807,Elgin,Barriga,1955-11-20,1987-03-08
79811,Tze,Krohm,1955-08-06,1988-01-23
79833,Yongdong,Homond,1955-06-25,1986-02-07
79834,Guiseppe,Wuwongse,1955-09-26,1985-05-26
79839,Khue,Bolotov,1954-08-15,1986-10-06
